unique_id|competitor_name|extraction_date|product_name|brand|regular_price|selling_price|promotion_price|promotion_valid_from|promotion_valid_upto|promotion_type|promotion_description|currency|breadcrumb|producthierarchy_level1|producthierarchy_level2|producthierarchy_level3|producthierarchy_level4|producthierarchy_level5|pdp_url|variants|product_description|country_of_origin|color|model_number|size|rating|review|competitor_product_key|upc|Gender|clothing_type|variant_color|material|material_composition|Clothing_Length|Fastener_Closure_Type|Rise_Pants_capris_leg_wear|clothing_fit|Body_fit|features|clothing_weight|stretch|care_instructions|image_url_1|image_url_2|image_url_3
53098091|target|2025-06-03|Men's Odor Resistant Socks 6pk - Goodfellow & Co™ - 6-12|Goodfellow & Co|10.00|10.00||||||dollar|target > Clothing, Shoes & Accessories > Activewear > Men’s Activewear|target|Clothing, Shoes & Accessories|Activewear|Men’s Activewear||https://www.target.com/p/men-s-odor-resistant-socks-6pk-goodfellow-co-6-12/-/A-53098091||Practical in design and ultra comfy for everyday wear, these Athletic Socks from Goodfellow & Co™ are a must-have in your sock drawer. These crew socks are comfortable and stretchy, thanks to a soft cotton-blend construction with convenient venting that makes for a breathable fit. Arch support and a reinforced heel and toe add to the comfort.|US||53098091|https://digitalcontent.target.com/itemcontent/sizecharts/htmlfragments/men-accessories/owned-brand-socks/mens-owned-brand-socks.html|4.58|947|53098091|53098091|Mens|Socks|None|66% Cotton, 29% Recycled Polyester, 2% Polyester, 2% Spandex, 1% Nylon|66% Cotton, 29% Recycled Polyester, 2% Polyester, 2% Spandex, 1% Nylon|None|None|None|None|None|Reinforced Toe, Ventilating Mesh, Arch Support, No Cuff, Reinforced Heel|Lightweight Fabric|None|Machine Wash, Tumble Dry|https://target.scene7.com/is/image/Target/GUEST_2144ec1e-a190-4a75-9c89-8a51f9e85c9e|https://target.scene7.com/is/image/Target/GUEST_8c40e151-2dff-4129-9af3-f7640521e813|https://target.scene7.com/is/image/Target/GUEST_baad8060-fc1e-44e6-983d-158935124af5
53098093|target|2025-06-03|Men's Odor Resistant No Show Socks 6pk - Goodfellow & Co™ 6-12|Goodfellow & Co|10.00|10.00||||||dollar|target > Clothing, Shoes & Accessories > Activewear > Men’s Activewear|target|Clothing, Shoes & Accessories|Activewear|Men’s Activewear||https://www.target.com/p/men-s-odor-resistant-no-show-socks-6pk-goodfellow-co-6-12/-/A-53098093||Practical in design and ultra comfy for everyday wear, these No Show Socks from Goodfellow & Co™ are a must-have in your sock drawer. These no-show socks are comfortable and stretchy, thanks to a soft cotton-blend construction with convenient venting that makes for a breathable fit. Arch support and a reinforced heel and toe add to the comfort.|US||53098093|https://digitalcontent.target.com/itemcontent/sizecharts/htmlfragments/men-accessories/owned-brand-socks/mens-owned-brand-socks.html|4.55|727|53098093|53098093|Mens|Socks|None|66% Cotton, 29% Recycled Polyester, 2% Polyester, 2% Spandex, 1% Nylon|66% Cotton, 29% Recycled Polyester, 2% Polyester, 2% Spandex, 1% Nylon|None|None|None|None|None|Reinforced Toe, Ventilating Mesh, Arch Support, No Cuff, Reinforced Heel|Lightweight Fabric|None|Machine Wash, Tumble Dry|https://target.scene7.com/is/image/Target/GUEST_b828fb90-65a8-4436-99eb-d8453db7c051|https://target.scene7.com/is/image/Target/GUEST_e0e5f2ba-2a2c-4b45-8f38-512024ba7671|https://target.scene7.com/is/image/Target/GUEST_e2ad61ef-116c-4a3e-88bd-b5667a72086f
54247271|target|2025-06-03|Men's Every Wear Short Sleeve T-Shirt - Goodfellow & Co™|Goodfellow & Co|6.808.00|6.808.00||||||dollar|target > Clothing, Shoes & Accessories > Men’s Clothing > Tops|target|Clothing, Shoes & Accessories|Men’s Clothing|Tops||https://www.target.com/p/men-s-every-wear-short-sleeve-t-shirt-goodfellow-co/-/A-54247271||You'll be full of style and comfort when you put on this Short Sleeve Perfect T-Shirt from Goodfellow & Co™. This standard fit short-sleeve tee features a solid color along with a classic crew-neck construction, giving you a touch of timeless style that can easily be paired with a variety of bottoms. Made from a soft, cotton-blend fabric, this solid crewneck tee keeps you comfortable throughout your day and works great as a stand-alone or layering option. Pair it with anything from shorts to chinos to jeans for a versatile look that you're sure to appreciate.|US||54247271|https://digitalcontent.target.com/itemcontent/sizecharts/htmlfragments/men-clothing/all-in-motion-goodfellow-original-use/mens-clothing.html|4.68|4149|54247271|54247271|Mens|Shirts|None|60% Cotton, 40% Recycled Polyester|60% Cotton, 40% Recycled Polyester|None|None|None|Standard Fit|None|No Pocket|Lightweight Fabric|None|Machine Wash, Tumble Dry|https://target.scene7.com/is/image/Target/GUEST_fbdc99ff-aa9e-4909-afda-bd63220a2744|https://target.scene7.com/is/image/Target/GUEST_0a535a17-856a-4d99-bf56-116d28701b6c|https://target.scene7.com/is/image/Target/GUEST_e967798e-b941-4f92-9301-fd2f03bf2aa5
53098094|target|2025-06-03|Men's Odor Resistant Quarter Socks 6pk - Goodfellow & Co™ 6-12|Goodfellow & Co|10.00|10.00||||||dollar|target > Clothing, Shoes & Accessories > Activewear > Men’s Activewear|target|Clothing, Shoes & Accessories|Activewear|Men’s Activewear||https://www.target.com/p/men-s-odor-resistant-quarter-socks-6pk-goodfellow-co-6-12/-/A-53098094||Practical in design and ultra comfy for everyday wear, these Athletic Socks from Goodfellow & Co™ are a must-have in your sock drawer. These ankle-length socks are comfortable and stretchy, thanks to a soft cotton-blend construction with convenient venting that makes for a breathable fit. Arch support and a reinforced heel and toe add to the comfort.|US||53098094|https://digitalcontent.target.com/itemcontent/sizecharts/htmlfragments/men-accessories/owned-brand-socks/mens-owned-brand-socks.html|4.64|725|53098094|53098094|Mens|Socks|None|66% Cotton, 29% Recycled Polyester, 2% Polyester, 2% Spandex, 1% Nylon|66% Cotton, 29% Recycled Polyester, 2% Polyester, 2% Spandex, 1% Nylon|None|None|None|None|None|Reinforced Toe, Ventilating Mesh, Arch Support, No Cuff, Reinforced Heel|Lightweight Fabric|None|Machine Wash, Tumble Dry|https://target.scene7.com/is/image/Target/GUEST_c3eab50f-dbc3-4ca0-a278-5fbbbf67b364|https://target.scene7.com/is/image/Target/GUEST_e8edc3f2-bbdf-498a-93cc-b0db300cefec|https://target.scene7.com/is/image/Target/GUEST_f7945e05-1ec1-4061-a3f6-21ab5669d310
53186525|target|2025-06-03|Men's Odor Resistant Crew Socks 10pk - Goodfellow & Co™ 6-12|Goodfellow & Co|15.00|15.00||||||dollar|target > Clothing, Shoes & Accessories > Activewear > Men’s Activewear|target|Clothing, Shoes & Accessories|Activewear|Men’s Activewear||https://www.target.com/p/men-s-odor-resistant-crew-socks-10pk-goodfellow-co-6-12/-/A-53186525||Refresh your sock drawer with this 10-Pack of Athletic Crew Socks from Goodfellow & Co™. These classic crew socks are soft and comfortable, offering a great go-to for the gym, office and home alike.Goodfellow & Co™: Where style & fit are always in good company.If you’re not satisfied with any Target Owned Brand item, return it within one year with a receipt for an exchange or a refund.|US||53186525|https://digitalcontent.target.com/itemcontent/sizecharts/htmlfragments/men-accessories/owned-brand-socks/mens-owned-brand-socks.html|4.58|1508|53186525|53186525|Mens|Socks|None|73% Cotton, 24% Recycled Polyester, 1% Spandex, 1% Nylon, 1% Polyester|73% Cotton, 24% Recycled Polyester, 1% Spandex, 1% Nylon, 1% Polyester|None|None|None|None|None|Reinforced Toe, No Cuff, Reinforced Heel|Lightweight Fabric|None|Machine Wash, Tumble Dry|https://target.scene7.com/is/image/Target/GUEST_e17392ef-602d-43c9-a14b-61cc476fc58b|None|None
54264871|target|2025-06-03|Men's 4pk Ribbed Tank Top - Goodfellow & Co™|Goodfellow & Co|20.00|20.00||||||dollar|target > Clothing, Shoes & Accessories > Men’s Clothing > Tops|target|Clothing, Shoes & Accessories|Men’s Clothing|Tops||https://www.target.com/p/men-s-4pk-ribbed-tank-top-goodfellow-co/-/A-54264871||Feel great throughout any season with this Pack of 4 Ribbed Tank Tops from Goodfellow & Co™ in your wardrobe. Made from a 100% cotton fabric for comfort, this pack of black tank tops features a classic scoop neckline that makes for an easy layering option under your jackets, or T-shirts or button downs, or you can wear it alone during the warmer temps. Perfect for pairing with any bottoms, from shorts to joggers to jeans, this ribbed tank top set makes a great wardrobe essential that keeps you looking sleek while helping you maintain breathable comfort throughout your day.|US||54264871|https://digitalcontent.target.com/itemcontent/sizecharts/htmlfragments/men-clothing/all-in-motion-goodfellow-original-use/mens-clothing.html|4.61|2123|54264871|54264871|Mens|Shirts|None|100% Cotton|100% Cotton|None|None|None|Regular Fit|None|No Pocket|Year Round Fabric Construction|None|Machine Wash, Tumble Dry|https://target.scene7.com/is/image/Target/GUEST_4dd5526f-bdae-476c-abea-fe11e6ee613f|https://target.scene7.com/is/image/Target/GUEST_e04e585c-78dd-4893-a558-27f05eba8d61|https://target.scene7.com/is/image/Target/GUEST_6227d02a-6cc4-4705-8e72-43578b72af9b
78791020|target|2025-06-03|Men's Boxer Briefs 5pk - Goodfellow & Co™|Goodfellow & Co|20.00|20.00||||||dollar|target > Clothing, Shoes & Accessories > Men’s Clothing > Underwear|target|Clothing, Shoes & Accessories|Men’s Clothing|Underwear||https://www.target.com/p/men-s-boxer-briefs-5pk-goodfellow-co/-/A-78791020||These Boxer Briefs from Goodfellow & Co™ are a great option for everyday comfort. Featuring a classic design that falls to the thigh, these black and gray boxer briefs feel great under anything from slacks to shorts, and the cotton construction with added spandex offers breathability and mobility. These mid-rise boxer briefs will help you stay comfortable and relaxed no matter what your day holds — from a day at the office to a night at home.|US||78791020|https://digitalcontent.target.com/itemcontent/sizecharts/htmlfragments/men-clothing/all-in-motion-goodfellow-original-use/mens-clothing.html|4.64|1903|78791020|78791020|Mens|Underwear|None|95% Cotton, 5% Spandex|95% Cotton, 5% Spandex|At Thigh|None|None|None|None|Full Waistband Elastic|Lightweight Fabric|None|Machine Wash, Tumble Dry|https://target.scene7.com/is/image/Target/GUEST_d3544f38-0528-482e-aa99-afda7e32ed9d|None|None
92688600|target|2025-06-03|"Men's 7"" Solid-Color Swim Trunks - Goodfellow & Co™"|Goodfellow & Co|12.7515.00|12.7515.00||||||dollar|target > Clothing, Shoes & Accessories > Men’s Clothing > Swimsuits|target|Clothing, Shoes & Accessories|Men’s Clothing|Swimsuits||https://www.target.com/p/men-s-7-regular-fit-swim-shorts-goodfellow-co/-/A-92688600||Take on sunny days in classic style in these Regular-Fit Swim Shorts from Goodfellow & Co™. Made from nylon fabric with water-repellent treatment and 100% recycled polyester mesh liner, these regular-fit swim shorts offer complete comfort in or out of the water. The UPF 50+ rated material helps keep your skin shielded from the sun, while the full elastic waistband with a front drawstring provides a secure fit. Plus, two side pockets and one back pocket come in handy for stashing small essentials. Designed in a solid hue, these swim shorts make a great pairing with different tees, tanks or rash guards.Goodfellow & Co™: Feel good in what you wear, anywhere.|US||92688600|https://digitalcontent.target.com/itemcontent/sizecharts/htmlfragments/men-clothing/all-in-motion-goodfellow-original-use/mens-clothing.html|4.44|415|92688600|92688600|Mens|Swimsuit Bottoms|None|100% Nylon|100% Nylon|Above Knee|None|None|Regular Fit|None|Adjustable Waistband, Mesh Liner, Full Waistband Elastic, Quick Drying Fabric|None|None|Machine Wash, Tumble Dry|https://target.scene7.com/is/image/Target/GUEST_81ed3a64-2bf4-4380-bfcc-0f0e24b4797e|https://target.scene7.com/is/image/Target/GUEST_d6c82fd5-5970-479d-a008-e1fc7326958c|https://target.scene7.com/is/image/Target/GUEST_8f92c3f3-0011-4019-9da8-f2ee2d698142
81410349|target|2025-06-03|"Men's Unlined Run Shorts 7"" - All In Motion™"|All In Motion|15.0020.00|15.0020.00||||||dollar|target > Clothing, Shoes & Accessories > Men’s Clothing > Bottoms|target|Clothing, Shoes & Accessories|Men’s Clothing|Bottoms||https://www.target.com/p/men-s-unlined-run-shorts-7-all-in-motion/-/A-81410349||Why we're ALL IN:Run, walk and go about your day in a pair of comfy running shorts designed to keep you cool and dry, thanks to a moisture-wicking, quick-dry fabric. Four-way stretch and side slits offer greater range of motion. The secure drawstring waistband makes sure you get a perfect fit every time, while side pockets and a back zipper pocket lend hands-free convenience.When families come together to discover the joy of staying active, All in Motion is there to make it easy and comfortable to embrace a bustling lifestyle. From running errands to running intervals, the collection AIMs to propel you forward with thoughtfully designed pieces that fit and feel great — movement is the core of this performance line, with a 100% satisfaction guarantee.|US||81410349|https://digitalcontent.target.com/itemcontent/sizecharts/htmlfragments/men-clothing/all-in-motion-goodfellow-original-use/mens-clothing.html|4.58|415|81410349|81410349|Mens|Athletic Bottoms|None|86% Recycled Polyester, 14% Spandex|86% Recycled Polyester, 14% Spandex|Above Knee|None|None|Athletic Fit|None|Zippered Pocket, Full Waistband Elastic, Drawstring Waistband|Lightweight Fabric|None|Machine Wash, Tumble Dry|https://target.scene7.com/is/image/Target/GUEST_d97c42f1-786a-4688-aa16-801ad5901ccc|https://target.scene7.com/is/image/Target/GUEST_e74b1514-aeba-4d3a-b1bb-457b7c59fc96|https://target.scene7.com/is/image/Target/GUEST_d6614aa5-370c-4a46-adf7-55ba41c16110
53186529|target|2025-06-03|Men's Quarter Socks 10pk - Goodfellow & Co™ 6-12|Goodfellow & Co|15.00|15.00||||||dollar|target > Clothing, Shoes & Accessories > Activewear > Men’s Activewear|target|Clothing, Shoes & Accessories|Activewear|Men’s Activewear||https://www.target.com/p/men-s-quarter-socks-10pk-goodfellow-co-153-6-12/-/A-53186529||Simple in design yet ultra practical for everyday wear, this Men's 10-Pack Quarter Athletic Socks from Goodfellow & Co™ is a must-have in your sock drawer. These men’s ankle socks are comfortable thanks to a soft cotton-blend material. 74% Cotton, 20% Polyester, 4% Nylon, 2% SpandexGoodfellow & Co™: Where style & fit are always in good company.|US||53186529|https://digitalcontent.target.com/itemcontent/sizecharts/htmlfragments/men-accessories/owned-brand-socks/mens-owned-brand-socks.html|4.5|839|53186529|53186529|Mens|Socks|None|75% Cotton, 21% Recycled Polyester, 2% Spandex, 1% Nylon, 1% Polyester|75% Cotton, 21% Recycled Polyester, 2% Spandex, 1% Nylon, 1% Polyester|None|None|None|None|None|Reinforced Toe, No Cuff, Reinforced Heel|Lightweight Fabric|None|Machine Wash, Tumble Dry|https://target.scene7.com/is/image/Target/GUEST_6b503243-29a0-444a-bd55-fe1b0695ffa5|None|None
89725737|target|2025-06-03|"Men's Stretch Woven Shorts 7"" - All In Motion™"|All In Motion|20.00|20.00||||||dollar|target > Clothing, Shoes & Accessories > Men’s Clothing > Bottoms|target|Clothing, Shoes & Accessories|Men’s Clothing|Bottoms||https://www.target.com/p/men-s-stretch-woven-shorts-7-all-in-motion/-/A-89725737||Why we're ALL IN:Solid-color woven shorts made from lightweight fabric with spandex for stretchy comfort and ease of movement. Tailored in a regular-rise cut, these loose-fit shorts feature side vents and a ventilating design for breezy comfort during different activities. The full elastic waistband offers a secure fit, while side zipper pockets complete the design with functional flair.All in Motion™: Made for every move, priced for every day.|US||89725737|https://digitalcontent.target.com/itemcontent/sizecharts/htmlfragments/men-clothing/all-in-motion-goodfellow-original-use/mens-clothing.html|4.82|321|89725737|89725737|Mens|Athletic Bottoms|None|86% Nylon, 14% Spandex|86% Nylon, 14% Spandex|Above Knee|None|None|Loose Fit|None|Adjustable Waistband, Side Vent, Drawstring Waistband, Side Pocket, Full Waistband Elastic|Lightweight Fabric|None|Machine Wash, Tumble Dry|https://target.scene7.com/is/image/Target/GUEST_87f8595d-2f22-44a1-b59c-d33ff4284da1|https://target.scene7.com/is/image/Target/GUEST_6672e809-8833-4c0d-bd2f-f130c95726a5|https://target.scene7.com/is/image/Target/GUEST_495710a6-9ff2-4064-8df7-5a9ef53ea022
89030671|target|2025-06-03|Men's Boxer Briefs 5pk - Goodfellow & Co™ Plum Purple/Burgundy/Teal Blue|Goodfellow & Co|20.00|20.00||||||dollar|target > Clothing, Shoes & Accessories > Men’s Clothing > Underwear|target|Clothing, Shoes & Accessories|Men’s Clothing|Underwear||https://www.target.com/p/men-s-boxer-briefs-5pk-goodfellow-co-plum-purple-burgundy-teal-blue/-/A-89030671||Stock up your underwear collection with this 5-Pack Boxer Briefs from Goodfellow & Co™. This handy pack of classic boxer briefs includes five pairs in solid plum purple, burgundy, navy, charcoal gray and teal blue hues to add variety to your underwear drawer. Designed in a comfort fit with added support, these soft and stretchy tagless briefs offer comfortable all-day wear. The full elastic waistband provides you a flexible secure fit, while the functional fly adds a practical touch.Goodfellow & Co™: Where style & fit are always in good company.|US||89030671|https://digitalcontent.target.com/itemcontent/sizecharts/htmlfragments/men-clothing/all-in-motion-goodfellow-original-use/mens-clothing.html|4.7|342|89030671|89030671|Mens|Underwear|None|95% Cotton, 5% Elastane|95% Cotton, 5% Elastane|None|None|None|None|None|Full Waistband Elastic|Lightweight Fabric|None|Machine Wash, Tumble Dry|https://target.scene7.com/is/image/Target/GUEST_0c523d29-5054-4ebf-9b4e-307157b72957|https://target.scene7.com/is/image/Target/GUEST_6e92cdaf-280e-47bd-b47d-152870f241b6|https://target.scene7.com/is/image/Target/GUEST_bb90741a-2a0a-4350-b431-0a8f79b114f5
94128382|target|2025-06-03|"Men's 7"" Pull-On Shorts - Goodfellow & Co™"|Goodfellow & Co|15.00|15.00||||||dollar|target > Clothing, Shoes & Accessories > Men’s Clothing > Bottoms|target|Clothing, Shoes & Accessories|Men’s Clothing|Bottoms||https://www.target.com/p/men-39-s-7-34-pull-on-shorts-goodfellow-38-co-8482/-/A-94128382||Refresh your warm-weather wardrobe with these 7-Inch Pull-On Shorts from Goodfellow & Co™. Boasting a 100% cotton construction for year-round comfort and breathability, these twill shorts are fashioned in a solid shade with functional side pockets and a patch pocket at the back. They have an elasticized waistband with a drawcord so that you can get the right, customizable fit every time.Goodfellow & Co™: Feel good in what you wear, anywhere.|US||94128382|https://digitalcontent.target.com/itemcontent/sizecharts/htmlfragments/men-clothing/all-in-motion-goodfellow-original-use/mens-clothing.html|4.27|57|94128382|94128382|Mens|Shorts|None|100% Cotton|100% Cotton|Above Knee|None|None|Regular Fit|None|Drawstring Waistband, Back Pocket, Side Pocket|Year Round Fabric Construction|No Stretch|Machine Wash, Tumble Dry|https://target.scene7.com/is/image/Target/GUEST_446dbdfe-cb44-4b19-a8b2-bedb644e3b48|https://target.scene7.com/is/image/Target/GUEST_3c8d3469-eb7d-480e-95d5-13e4a29dbc01|https://target.scene7.com/is/image/Target/GUEST_9724720c-c455-490f-b953-f88d5dfe8bb3
85645500|target|2025-06-03|Men's Every Wear Polo Shirt - Goodfellow & Co™|Goodfellow & Co|10.2012.00|10.2012.00||||||dollar|target > Clothing, Shoes & Accessories > Men’s Clothing > Tops|target|Clothing, Shoes & Accessories|Men’s Clothing|Tops||https://www.target.com/p/men-s-every-wear-polo-shirt-goodfellow-co/-/A-85645500||Be ready to take on your days in cool, comfy style with this Loring Polo Shirt from Goodfellow & Co™. This short-sleeve polo shirt features a no-roll collared neckline with button-down closure for classic style, plus a lightweight fabric construction to keep you moving in absolute comfort throughout the day. The fade-resistant treatment helps keep the polo shirt looking great wear after wear, and it features a turnback hem for added flair. Pair it with anything from shorts to chinos to jeans for a versatile look you're sure to appreciate.Goodfellow & Co™: Where style & fit are always in good company.|US||85645500|https://digitalcontent.target.com/itemcontent/sizecharts/htmlfragments/men-clothing/all-in-motion-goodfellow-original-use/mens-clothing.html|4.65|2604|85645500|85645500|Mens|Shirts|None|60% Cotton, 40% Recycled Polyester|60% Cotton, 40% Recycled Polyester|None|None|None|Standard Fit|None|No Pocket, Fade-Resistant Treatment|Midweight Fabric|None|Machine Wash, Tumble Dry|https://target.scene7.com/is/image/Target/GUEST_e90d210e-7b9f-48a4-8b90-933b4e60c6c4|https://target.scene7.com/is/image/Target/GUEST_1d5fe337-56b2-4b95-81aa-12c4e7e978f5|https://target.scene7.com/is/image/Target/GUEST_7fea42ed-914d-4621-8cbc-84593ebcc065
54264878|target|2025-06-03|Men's 4pk V-Neck T-Shirt - Goodfellow & Co™|Goodfellow & Co|20.00|20.00||||||dollar|target > Clothing, Shoes & Accessories > Men’s Clothing > Tops|target|Clothing, Shoes & Accessories|Men’s Clothing|Tops||https://www.target.com/p/men-s-4pk-v-neck-t-shirt-goodfellow-co/-/A-54264878||Upgrade your everyday style with this 4-Pack of Black V-Neck T-Shirts from Goodfellow & Co™. This pack of solid black T-shirts makes a versatile choice for any day. Made from 100% cotton for breathable comfort, these black short-sleeve tees will become an easy staple in any wardrobe in no time. Styled with a simple V-neck for a classic and casual appeal, they're easy to pair with jeans, chinos or any other bottoms for a cool and comfortable look wherever your day takes you.|US||54264878|https://digitalcontent.target.com/itemcontent/sizecharts/htmlfragments/men-clothing/all-in-motion-goodfellow-original-use/mens-clothing.html|4.6|1435|54264878|54264878|Mens|Shirts|None|100% Cotton|100% Cotton|None|None|None|Regular Fit|None|No Pocket|Year Round Fabric Construction|None|Machine Wash, Tumble Dry|https://target.scene7.com/is/image/Target/GUEST_3cd2589a-24ae-4eab-97f5-4af710d86144|None|None
53186527|target|2025-06-03|Men's No Show Socks 10pk - Goodfellow & Co™ 6-12|Goodfellow & Co|15.00|15.00||||||dollar|target > Clothing, Shoes & Accessories > Activewear > Men’s Activewear|target|Clothing, Shoes & Accessories|Activewear|Men’s Activewear||https://www.target.com/p/men-s-no-show-socks-10pk-goodfellow-co-6-12/-/A-53186527||Refresh your sock drawer with this 10-Pack of Athletic No-Show Socks from Goodfellow & Co™. These classic socks are soft and comfortable, offering a great go-to for the gym, office and home alike.Goodfellow & Co™: Where style & fit are always in good company.If you’re not satisfied with any Target Owned Brand item, return it within one year with a receipt for an exchange or a refund.|US||53186527|https://digitalcontent.target.com/itemcontent/sizecharts/htmlfragments/men-accessories/owned-brand-socks/mens-owned-brand-socks.html|4.42|963|53186527|53186527|Mens|Socks|None|76% Cotton, 19% Recycled Polyester, 3% Spandex, 1% Nylon, 1% Polyester|76% Cotton, 19% Recycled Polyester, 3% Spandex, 1% Nylon, 1% Polyester|None|None|None|None|None|Reinforced Toe, No Cuff, Reinforced Heel|Lightweight Fabric|None|Machine Wash, Tumble Dry|https://target.scene7.com/is/image/Target/GUEST_d42f8b38-2c32-4b6b-8b29-146b35728b00|None|None
92160554|target|2025-06-03|"Men's 7"" Ultra Soft Fleece Shorts - Goodfellow & Co™"|Goodfellow & Co|14.9915.00|14.9915.00||||||dollar|target > Clothing, Shoes & Accessories > Men’s Clothing > Bottoms|target|Clothing, Shoes & Accessories|Men’s Clothing|Bottoms||https://www.target.com/p/men-s-every-wear-7-ultra-soft-fleece-pull-on-shorts-goodfellow-co/-/A-92160554||Flaunt your cool side by slipping into these Every Wear 7-Inch Ultra-Soft Fleece Pull-On Shorts from Goodfellow & Co™. These regular-fit shorts are made from cotton-recycled polyester fleece fabric for ultra-soft comfort. A front drawstring helps you customize the fit, while two side pockets and one back pocket offer space to stash small everyday essentials. Designed in a solid hue, you can easily coordinate them with different tees, tanks or sweatshirts.Goodfellow & Co™: Feel good in what you wear, anywhere.|US||92160554|https://digitalcontent.target.com/itemcontent/sizecharts/htmlfragments/men-clothing/all-in-motion-goodfellow-original-use/mens-clothing.html|4.65|62|92160554|92160554|Mens|Shorts|None|55% Cotton, 45% Recycled Polyester|55% Cotton, 45% Recycled Polyester|Above Knee|None|None|Regular Fit|None|Drawstring Waistband|Midweight Fabric|Stretch|Machine Wash, Tumble Dry|https://target.scene7.com/is/image/Target/GUEST_40327d8a-c088-4043-b348-5a31161aedcf|https://target.scene7.com/is/image/Target/GUEST_9f92e096-e1be-485b-b0b1-333b07117397|https://target.scene7.com/is/image/Target/GUEST_07d58270-63b5-4a2c-bf62-a3b6b9950f85
93514337|target|2025-06-03|Men's Comfort Wear Polo Shirt - Goodfellow & Co™|Goodfellow & Co|20.00|20.00||||||dollar|target > Clothing, Shoes & Accessories > Men’s Clothing > Tops|target|Clothing, Shoes & Accessories|Men’s Clothing|Tops||https://www.target.com/p/men-s-comfort-wear-polo-shirt-goodfellow-co/-/A-93514337||Keep your looks classic and comfortable with the timeless styling of this Comfort Wear Polo Shirt from Goodfellow & Co™. This jersey shirt is made of a midweight blend of cotton, modal and spandex in a versatile solid shade. Featuring a collared neck with a three-button placket front, this short-sleeve shirt is tailored in a regular fit with below-waist length and side vents. Pair with shorts and sneakers for smart-casual vibes, or dress things up a bit with jeans or chinos and loafers.Goodfellow & Co™: Feel good in what you wear, anywhere.|US||93514337|https://digitalcontent.target.com/itemcontent/sizecharts/htmlfragments/men-clothing/all-in-motion-goodfellow-original-use/mens-clothing.html|4.72|70|93514337|93514337|Mens|Shirts|None|46% Cotton, 46% Modal, 8% Spandex|46% Cotton, 46% Modal, 8% Spandex|None|None|None|Regular Fit|None|Single Layered Construction|Midweight Fabric|None|Machine Wash, Tumble Dry|https://target.scene7.com/is/image/Target/GUEST_994b02be-b262-441a-9b2a-02924f258131|https://target.scene7.com/is/image/Target/GUEST_46d3924b-d064-43ee-a513-6d51bc3353c3|https://target.scene7.com/is/image/Target/GUEST_aeae55a0-9acb-41d4-9a80-bca45e0e94bb
92684632|target|2025-06-03|"Men's 7"" Elevated Linen Blend Pull-On Shorts - Goodfellow & Co™"|Goodfellow & Co|20.00|20.00||||||dollar|target > Clothing, Shoes & Accessories > Men’s Clothing > Bottoms|target|Clothing, Shoes & Accessories|Men’s Clothing|Bottoms||https://www.target.com/p/men-39-s-7-34-elevated-linen-pull-on-shorts-goodfellow-38-co-8482/-/A-92684632||These 7-Inch Elevated Linen Pull-On Shorts from Goodfellow & Co™ are a go-to pick for laid-back days, combining comfort and style. Crafted from a midweight blend of linen and rayon, these solid-color shorts are designed with a mid-rise, regular-fit silhouette and an above-the-knee length. The full elastic waistband with a drawstring stretches to provide a customizable, flexible fit, while side and back pockets offer space for on-the-go essentials.Goodfellow & Co™: Feel good in what you wear, anywhere.|US||92684632|https://digitalcontent.target.com/itemcontent/sizecharts/htmlfragments/men-clothing/all-in-motion-goodfellow-original-use/mens-clothing.html|4.15|27|92684632|92684632|Mens|Shorts|None|55% Linen, 45% Rayon|55% Linen, 45% Rayon|Above Knee|None|None|Regular Fit|None|Hidden Pocket, Side Pocket, 4-Way Stretch|Midweight Fabric|No Stretch|Machine Wash, Tumble Dry|https://target.scene7.com/is/image/Target/GUEST_84e3f0bb-6996-4c98-9ee4-7e72483cb493|https://target.scene7.com/is/image/Target/GUEST_46478048-90d5-4223-a9ba-15b79a07cd5e|https://target.scene7.com/is/image/Target/GUEST_c1a5d52e-378e-4928-8199-98a2a6d9094f
