unique_id|competitor_name|store_name|store_addressline1|store_addressline2|store_suburb|store_state|store_postcode|store_addressid|extraction_date|product_name|brand|brand_type|grammage_quantity|grammage_unit|drained_weight|producthierarchy_level1|producthierarchy_level2|producthierarchy_level3|producthierarchy_level4|producthierarchy_level5|producthierarchy_level6|producthierarchy_level7|regular_price|selling_price|price_was|promotion_price|promotion_valid_from|promotion_valid_upto|promotion_type|percentage_discount|promotion_description|package_sizeof_sellingprice|per_unit_sizedescription|price_valid_from|price_per_unit|multi_buy_item_count|multi_buy_items_price_total|currency|breadcrumb|pdp_url|variants|product_description|instructions|storage_instructions|preparationinstructions|instructionforuse|country_of_origin|allergens|age_of_the_product|age_recommendations|flavour|nutritions|nutritional_information|vitamins|labelling|grade|region|packaging|receipies|processed_food|barcode|frozen|chilled|organictype|cooking_part|Handmade|max_heating_temperature|special_information|label_information|dimensions|special_nutrition_purpose|feeding_recommendation|warranty|color|model_number|material|usp|dosage_recommendation|tasting_note|food_preservation|size|rating|review|file_name_1|image_url_1|file_name_2|image_url_2|file_name_3|image_url_3|competitor_product_key|fit_guide|occasion|material_composition|style|care_instructions|heel_type|heel_height|upc|features|dietary_lifestyle|manufacturer_address|importer_address|distributor_address|vinification_details|recycling_information|return_address|alchol_by_volume|beer_deg|netcontent|netweight|site_shown_uom|ingredients|random_weight_flag|instock|promo_limit|product_unique_key|multibuy_items_pricesingle|perfect_match|servings_per_pack|Warning|suitable_for|standard_drinks|environmental|grape_variety|retail_limit
|Almaya||||||||2025-06-19|Hero Baby Food Strained Mixed Fruit With Cereals No Sugar Added 6 Months 125gm|||||||||||||7.95|||||||||||||||AED||https://www.almayaonline.com/hero-baby-food-strained-mixed-fruit-with-cereals-no-sugar-added-6-months-125gm||Hero Baby Food Strained Mixed Fruit With Cereals No Sugar Added 6 Months 125Gm Hero Baby Strained Mixed Fruit With Cereals Is A Wholesome Choice For Babies Aged 6 Months And Above. This 125Gm Jar Contains A Blend Of Mixed Fruits And Cereals With No Added Sugar. It Provides Essential Nutrients And Natural Fruit Sweetness. It'S Perfect For Introducing A Variety Of Flavors To Your Baby'S Diet. Hero Baby Ensures Top-Quality Ingredients For Your Baby'S Nutrition. Enjoy A Nutritious Meal With Hero Baby Mixed Fruit With Cereals.|||||||||||||||||||||||||||||||||||||||||||https://almayaproduction.s3-eu-north-1.amazonaws.com/0016388_8690504550723_415.jpeg||||||||||||||||||||||||||||||||||||||||
|Almaya||||||||2025-06-19|Hero Baby Mixed Vegetable 130gm 6+Months|||||||||||||7.95|||||||||||||||AED||https://www.almayaonline.com/hero-baby-mixed-vegetable-130gm-6months||Hero Mixed Vegetables 130Gm Hero Mixed Vegetables Is A Nutritious Baby Food Choice. This 130Gm Jar Contains A Delightful Blend Of Mixed Vegetables Offering Essential Vitamins And Minerals. It'S An Ideal Way To Introduce Your Baby To A Variety Of Veggie Flavors. Hero Ensures Top-Quality Ingredients For Your Baby'S Nutrition. Enjoy A Wholesome Meal With Hero Mixed Vegetables.|||||||||||||||||||||||||||||||||||||||||||https://almayaproduction.s3-eu-north-1.amazonaws.com/0013330_8690504550686_415.jpeg||||||||||||||||||||||||||||||||||||||||
|Almaya||||||||2025-06-19|Hero Baby Mix Fruits Juice 125gm 6+month|||||||||||||7.95|||||||||||||||AED||https://www.almayaonline.com/hero-baby-mix-fruits-juice-125gm-6month||Hero Baby Mixed Fruits Juice 6+ Months 125Gm Hero Baby Mixed Fruit This Jar Is Very Gentle On Your Baby’S Stomach, Easily Digestible And Do Not Cause Any Allergy It Also Help In Treating Constipation,Helps To Regulate Bowel Movements, Promotes Immunity And Also Good For Your Baby’S Eyes And Skin Nutritive Value And Taste Of The Fruits Is Well Maintained, Helping Your Baby To Explore And Enjoy New Tastes Preparing: Once Opened The Jar Must Be Refrigerated And Consumed Within 24 Hours Use The Jar As Such Or Mix It With Other Hero Baby Jars Or Fresh Food Mixes Ingredients: It Contain Fresh Fruits Of The Highest Quality In A Puree Form, With No Preservatives, Artificial Colors Or Added Sugar The Main Ingredient In This Jar Is Peach, Apple, Banana And Apricot, Which Are High In Vitamin A, Vitamin C, B Vitamins Potassium, Lycopene (Phytonutrient With Antioxidant Properties) And Fiber 100% Peeled Fruits, Meals Like You Do At Home No Added Sugars To Prevent Obesity 100% Natural, With No Preservatives Or Colorings Age: + 6 Months Promotes Immunity Helps In Growth.|||||||||||||||||||||||||||||||||||||||||||https://almayaproduction.s3-eu-north-1.amazonaws.com/0014856_hero-baby-mixed-fruits-juice-6-months-125gm_415.jpeg||||||||||||||||||||||||||||||||||||||||
|Almaya||||||||2025-06-19|Nestle Cerelac Baby Food 6 Fruits Pouch 90gm|||||||||||||6.95|||||||||||||||AED||https://www.almayaonline.com/nestle-cerelac-baby-food-6-fruits-pouch-90gm||Nestle Cerelac Baby Food 6 Fruits Pouch 90Gm Nestle Cerelac Baby Food 6 Fruits Is A Delicious Blend Of Fruits In A Convenient Pouch. This 90Gm Pouch Offers A Mix Of Six Fruity Flavors, Providing Essential Vitamins And Natural Sweetness. It'S An Excellent Way To Introduce Your Baby To A Variety Of Fruit Tastes. Nestle Cerelac Ensures Top-Quality Ingredients For Your Baby'S Nutrition. Enjoy A Fruity Meal With Nestle Cerelac Baby Food 6 Fruits.|||||||||||||||||||||||||||||||||||||||||||https://almayaproduction.s3-eu-north-1.amazonaws.com/0010412_7613036691338_415.jpeg||||||||||||||||||||||||||||||||||||||||
|Almaya||||||||2025-06-19|Nestle Cerelac Baby Food Apple+Mango+Carrot Pouch 90gm|||||||||||||6.95|||||||||||||||AED||https://www.almayaonline.com/nestle-cerelac-baby-food-applemangocarrot-pouch-90gm||Nestle Cerelac Baby Food Apple+Mango+Carrot Pouch 90Gm Nestle Cerelac Baby Food Apple+Mango+Carrot Is A Nutritious Blend Of Fruits And Vegetables In A Convenient Pouch. This 90Gm Pouch Combines The Goodness Of Apple, Mango, And Carrot Flavors, Providing Essential Vitamins And Natural Sweetness. It'S An Ideal Way To Introduce Your Baby To A Variety Of Tastes. Nestle Cerelac Ensures The Highest Quality Ingredients For Your Baby'S Nutrition. Enjoy A Wholesome Meal With Nestle Cerelac Baby Food Apple+Mango+Carrot.|||||||||||||||||||||||||||||||||||||||||||https://almayaproduction.s3-eu-north-1.amazonaws.com/0010419_7613036691277_415.jpeg||||||||||||||||||||||||||||||||||||||||
|Almaya||||||||2025-06-19|Nestle Cerelac Baby Food Banana,Apple,Peach,Orange Pouch 90gm|||||||||||||6.95|||||||||||||||AED||https://www.almayaonline.com/nestle-cerelac-baby-food-bananaapplepeachorange-pouch-90gm||Nestle Cerelac Baby Food Banana,Apple,Peach,Orange Pouch 90Gm Nestle Cerelac Baby Food Banana, Apple, Peach, Orange Is A Delicious Blend Of Fruits In A Convenient Pouch. This 90Gm Pouch Offers A Mix Of Four Fruity Flavors, Providing Essential Vitamins And Natural Sweetness. It'S A Fantastic Way To Introduce Your Baby To A Variety Of Fruit Tastes. Nestle Cerelac Ensures Top-Quality Ingredients For Your Baby'S Nutrition. Enjoy A Fruity Meal With Nestle Cerelac Baby Food Banana, Apple, Peach, Orange.|||||||||||||||||||||||||||||||||||||||||||https://almayaproduction.s3-eu-north-1.amazonaws.com/0017260_7613036691369_415.jpeg||||||||||||||||||||||||||||||||||||||||
|Almaya||||||||2025-06-19|Nestle Cerelac Baby Food Banana+Apple Pouch 90gm|||||||||||||6.95|||||||||||||||AED||https://www.almayaonline.com/nestle-cerelac-baby-food-bananaapple-pouch-90gm||Nestle Cerelac Baby Food Banana+Apple Pouch 90Gm Nestle Cerelac Baby Food Banana+Apple Is A Delightful Blend Of Fruits In A Convenient Pouch. This 90Gm Pouch Combines The Goodness Of Banana And Apple Flavors, Providing Essential Vitamins And Natural Sweetness. It'S A Perfect Way To Introduce Your Baby To Fruity Tastes. Nestle Cerelac Ensures The Highest Quality Ingredients For Your Baby'S Nutrition. Enjoy A Fruity Meal With Nestle Cerelac Baby Food Banana+Apple.|||||||||||||||||||||||||||||||||||||||||||https://almayaproduction.s3-eu-north-1.amazonaws.com/0017425_7613036691390_415.jpeg||||||||||||||||||||||||||||||||||||||||
|Almaya||||||||2025-06-19|Nestle Cerelac Grains And Milk 5 Cereals 110gm|||||||||||||9.95|||||||||||||||AED||https://www.almayaonline.com/nestle-cerelac-grains-and-milk-5-cereals-110gm||Nestle Cerelac Grains And Milk 5 Cereals 110Gm Nestle Cerelac Grains And Milk 5 Cereals Is A Nutritious Choice For Babies. This 110Gm Pack Contains A Blend Of Five Cereals, Providing Essential Nutrients And Wholesome Goodness. It'S Designed To Be Easy For Little Hands To Hold And Nibble On. Nestle Cerelac Ensures The Highest Quality Ingredients For Your Baby'S Nutrition. Enjoy Snack Time With Nestle Cerelac Grains And Milk 5 Cereals.|||||||||||||||||||||||||||||||||||||||||||https://almayaproduction.s3-eu-north-1.amazonaws.com/0010424_7613287173386_415.jpeg||||||||||||||||||||||||||||||||||||||||
|Almaya||||||||2025-06-19|Nestle Cerelac Nutribiscuit Original 180gm|||||||||||||15.95|||||||||||||||AED||https://www.almayaonline.com/nestle-cerelac-nutribiscuit-original-180gm||Nestle Cerelac Nutribiscuit Original 180Gm Nestle Cerelac Nutribiscuit Original Is A Wholesome Snack For Babies. This 180Gm Pack Contains Nutrient-Rich Biscuits With A Mild And Delicious Flavor. They Are Specially Crafted To Be Easy For Little Hands To Hold And Nibble On. These Biscuits Are Fortified With Essential Nutrients To Support Your Baby'S Growth And Development. Nestle Cerelac Ensures The Highest Quality For Your Baby'S Nutrition. Enjoy Snack Time With Nestle Cerelac Nutribiscuit Original.|||||||||||||||||||||||||||||||||||||||||||https://almayaproduction.s3-eu-north-1.amazonaws.com/0013562_7613035648302_415.jpeg||||||||||||||||||||||||||||||||||||||||
|Almaya||||||||2025-06-19|Cerelac Baby Broccoli, Parsnip, Apple, Pears 90gm|||||||||||||6.95|||||||||||||||AED||https://www.almayaonline.com/cerelac-baby-broccoli-parsnip-apple-pears-90gm||Cerelac Baby Broccoli, Parsnip, Apple, Pears 90Gm Cerelac Baby Food With Brocoli, Parsnip, Apple And Peas Is A Jar Of Baby Food That Is Made With Brocoli, Parsnip, Apple And Peas. It Is A Good Source Of Iron, Fiber And Vitamins.|||||||||||||||||||||||||||||||||||||||||||https://almayaproduction.s3-eu-north-1.amazonaws.com/0016381_cerelac-baby-broccoli-parsnip-apple-pears-90gm_415.jpeg||||||||||||||||||||||||||||||||||||||||
|Almaya||||||||2025-06-19|Cerelac Baby Food With Apple 90gm|||||||||||||6.95|||||||||||||||AED||https://www.almayaonline.com/cerelac-baby-food-with-apple-90gm||Cerelac Baby Food With Apple 90Gm Cerelac Baby Food With Apple Is A Jar Of Baby Food That Is Made With Rice And Apple. It Is A Good Source Of Iron And Fiber.|||||||||||||||||||||||||||||||||||||||||||https://almayaproduction.s3-eu-north-1.amazonaws.com/0013834_cerelac-baby-food-with-apple-90gm_415.jpeg||||||||||||||||||||||||||||||||||||||||
|Almaya||||||||2025-06-19|Pigeon Baby Feeding Bottle & Nipple Brush 1pc|||||||||||||22.99|||||||||||||||AED||https://www.almayaonline.com/pigeon-baby-feeding-bottle-nipple-brush-1pc||The Pigeon Baby Feeding Bottle & Nipple Brush is a convenient tool designed to help you maintain hygiene while cleaning your baby's feeding equipment. Its ergonomic design ensures thorough cleaning, allowing you to keep your baby's bottles and nipples free from germs.|||||||||||||||||||||||||||||||||||||||||||https://almayaproduction.s3-eu-north-1.amazonaws.com/0003356_4902508045506_415.jpeg||||||||||||||||||||||||||||||||||||||||
|Almaya||||||||2025-06-19|Pigeon Bottle Nipple Liquid Cleaner 200ml|||||||||||||30.99|||||||||||||||AED||https://www.almayaonline.com/pigeon-bottle-nipple-liquid-cleaner-200ml||The Pigeon Bottle Nipple Liquid Cleaner in a 200ml bottle is an effective solution for cleaning baby bottles, nipples, and feeding accessories. Its mild formula eliminates bacteria and milk residues, ensuring thorough cleaning without leaving any harmful residues behind.|||||||||||||||||||||||||||||||||||||||||||https://almayaproduction.s3-eu-north-1.amazonaws.com/0003363_4902508129831_415.jpeg||||||||||||||||||||||||||||||||||||||||
|Almaya||||||||2025-06-19|Pigeon Plastic Bottle Slim Neck White BPA 240ml|||||||||||||36.50|||||||||||||||AED||https://www.almayaonline.com/pigeon-plastic-bottle-slim-neck-white-bpa-240ml||The Pigeon Plastic Bottle with a Slim Neck offers a convenient and safe solution for feeding infants. Crafted from durable BPA-free plastic, this 240ml bottle features a slender neck for easy handling and controlled pouring. The design ensures a secure grip during feeding sessions, allowing for a comfortable and efficient experience for both parents and babies. Its capacity makes it suitable for storing breast milk or formula, while the BPA-free construction prioritizes the safety and health of your little one. This bottle is designed to provide a hassle-free and reliable feeding option for caregivers.|||||||||||||||||||||||||||||||||||||||||||https://almayaproduction.s3-eu-north-1.amazonaws.com/0003366_4902508260107_415.jpeg||||||||||||||||||||||||||||||||||||||||
|Almaya||||||||2025-06-19|Rubby Silicone Assorted Nipple 1pc|||||||||||||3.50|||||||||||||||AED||https://www.almayaonline.com/rubby-silicone-assorted-nipple-1pc||The Rubby Silicone Assorted Nipple offers a versatile and comfortable option for feeding infants. Crafted from soft and safe silicone, this nipple mimics the natural shape of a mother's breast, facilitating smooth transitions between breastfeeding and bottle-feeding. The assorted design ensures compatibility with Rubby feeding bottles, providing flexibility to meet your baby's preferences. With a focus on safety and comfort, the Rubby Silicone Assorted Nipple is a reliable choice for your baby's feeding needs.|||||||||||||||||||||||||||||||||||||||||||https://almayaproduction.s3-eu-north-1.amazonaws.com/0008356_0302040047510_415.jpeg||||||||||||||||||||||||||||||||||||||||
|Almaya||||||||2025-06-19|Chubs Baby Wipes Aloe Extract & Chamomile 80's|||||||||||||16.95|||||||||||||||AED||https://www.almayaonline.com/chubs-baby-wipes-aloe-extract-chamomile-80s||Chubs' Aloe Extract & Chamomile Baby Wipes come in a larger pack of 80 sheets, maintaining the brand's commitment to gentle care for your baby's skin. These wipes feature the same comforting blend of Aloe and Chamomile, ensuring a nurturing and mild cleansing experience. The expanded pack size of 80 sheets provides an extended supply, ideal for continuous use at home or while on the move. Each wipe is designed to be soft and gentle, effectively cleansing while preserving the delicate balance of the skin's moisture. Chubs' dedication to quality and comfort is evident in these baby wipes, crafted for your baby's well-being.|||||||||||||||||||||||||||||||||||||||||||https://almayaproduction.s3-eu-north-1.amazonaws.com/0010449_6294000725047_415.jpeg||||||||||||||||||||||||||||||||||||||||
|Almaya||||||||2025-06-19|Chubs Sensitive Baby Wipes 20's|||||||||||||5.95|||||||||||||||AED||https://www.almayaonline.com/chubs-sensitive-baby-wipes-20s||Chubs Sensitive Baby Wipes, available in a pack of 20 sheets, cater specifically to sensitive skin needs. These wipes are meticulously designed with a hypoallergenic formula, free from harsh chemicals or fragrances, ensuring a gentle and caring touch for your baby's delicate skin. Each wipe is crafted to be soft and non-irritating, allowing for a mild and effective cleansing experience. The pack of 20 sheets is convenient for use on-the-go, offering gentle care during diaper changes or quick clean-ups. Chubs understands the importance of gentle care for sensitive skin, reflected in these baby wipes.|||||||||||||||||||||||||||||||||||||||||||https://almayaproduction.s3-eu-north-1.amazonaws.com/0012596_6294000733288_415.jpeg||||||||||||||||||||||||||||||||||||||||
|Almaya||||||||2025-06-19|Chubs Sensitive Baby Wipes 40's|||||||||||||8.95|||||||||||||||AED||https://www.almayaonline.com/chubs-sensitive-baby-wipes-40s||Continuing their commitment to sensitive skin care, Chubs offers the Sensitive Baby Wipes in a pack of 40 sheets. These wipes maintain the hypoallergenic formula, free from harsh chemicals or fragrances, ensuring a nurturing and mild cleansing experience. Crafted to be gentle and non-irritating, each wipe effectively cleanses while preserving the delicate balance of sensitive skin. The larger pack size of 40 sheets ensures a more extended supply, suitable for daily use at home or while traveling. Chubs prioritizes gentle care for sensitive skin, exemplified in these baby wipes.|||||||||||||||||||||||||||||||||||||||||||https://almayaproduction.s3-eu-north-1.amazonaws.com/0010454_6294000733295_415.jpeg||||||||||||||||||||||||||||||||||||||||
|Almaya||||||||2025-06-19|Himalaya Baby Wipes Gentle Cleansing 56'S|||||||||||||19.95|||||||||||||||AED||https://www.almayaonline.com/himalaya-baby-wipes-gentle-cleansing-56s||Himalaya Gentle Cleansing Baby Wipes contain Aloe Vera and ensure moisture balance to keep your baby's skin soft and supple|||||||||||||||||||||||||||||||||||||||||||https://almayaproduction.s3-eu-north-1.amazonaws.com/0014757_6297000713984_415.jpeg||||||||||||||||||||||||||||||||||||||||
|Almaya||||||||2025-06-19|Johnson Baby Wipes Gentle 0% Alcohol 72's|||||||||||||39.95|||||||||||||||AED||https://www.almayaonline.com/johnson-baby-wipes-gentle-0-alcohol-72s||Trust the gentle touch of Johnson Baby Wipes, crafted with 0% alcohol in a pack of 72 pieces. These fragrance-free wipes are designed to cleanse your baby's skin without drying it out, providing a gentle and effective solution for everyday messes. Dermatologist-tested and suitable for sensitive skin, these wipes offer convenience and care, ensuring each use leaves your baby feeling clean, fresh, and comfortably happy. Say hello to hassle-free clean-ups with wipes that understand and cater to your baby's delicate needs.|||||||||||||||||||||||||||||||||||||||||||https://almayaproduction.s3-eu-north-1.amazonaws.com/0002190_3576929206665_415.jpeg||||||||||||||||||||||||||||||||||||||||
|Almaya||||||||2025-06-19|Johnson Baby wipes gentle All Over 20's|||||||||||||5.50|||||||||||||||AED||https://www.almayaonline.com/johnson-baby-wipes-gentle-all-over-20s||Johnson is an American multinational corporation and is one of the world's most valuable companies. It is established in 1886 that improves medical devices pharmaceutical and consumer packaged goods. The company is ranked No. 37 on the 2018 Fortune 500 list of the largest United States corporations by total revenue which had worldwide sales of $70.1 billion during the calendar year 2015. This corporation includes some 250 subsidiary companies with operations in 60 countries and products sold in over 175 countries. Johnson offers a range of beauty products that are perfect for all adult skin types. From facial cleansers and moisturizers to shower gels and body care Also provides gentle efficacious ingredients to help you invest in beautiful skin.|||||||||||||||||||||||||||||||||||||||||||https://almayaproduction.s3-eu-north-1.amazonaws.com/0013385_3574661429731_415.jpeg||||||||||||||||||||||||||||||||||||||||
